banyakin TAK gratis,1
Untuk Asrama. Saran agar disediakan jemuran baju untuk gedung yang berwarna biru / gedung yang belum tersedia jemuran baju,-1
Untuk klinik tolong ditingkatkan terus,1
"nyesel ga ke unikom, itenas, atau unpas jir",-1
Pengertian jam malam asrama dengan kegiatan maba,-1
Student Centre diperbaiki agar kegiatan mahasiswa menjadi semakin kondusif.,1
lebih ditingkatkan ketertibannya,-1
"over all sudah bagus, tapi sarana dan prasarananya perlu ditingkatkan lagi",-1
Lebih baik lagi,-1
"Poliklinik dokternya kurang bersahabat dengan mahasiwa,",1
"Layanan kemahasiswaan sudah bagus, Sarannya pertahankan",1
sudah cukup baik,1
lebih baik lagi,1
sudah cukup baik,1
"sistem no smoking area sudah bagus utk d lingkungan asrama, tetapi para mahasiswa justru merkok di dalam kamar yang dapat mengganggu mahasiswa lainnya yang tidak merokok",-1
respon dan tindakan terhadap komplain lebih ditingkatkan lagi,-1
"air di asrama sering mati, lahan untuk menjemur pakaian terlalu keci dan tidak terkena sinar matahari, sehingga pakaian yang dijemur berbau tak sedap. pelayanan poliklinik kurang memuaskan.",-1
lebih di tingkatkan lagi,-1
Air asrama kotor,-1
Tidak Ada,1
Baik,1
-,1
Lebih memberi pelayanan yg lebih baik.,-1
-,1
Bagus,1
Sudah lumayan bagus di tingkat kan lagi,-1
tidak ada,1
-,1
"untuk kesehatan , klinik tidak profesional",1
"kegiatan mahasiswa sudah baik, banyak ukm yang melakukan kegiatan yang positif",1
Sudah cukup,1
Tingkatkan lagi layanan kesehatannya,1
tidak ada. tidak terlibat.,1
wifi jarang nyala,-1
menurut saya baik,1
lumayan,1
kurang rapih dan air di asrama kotor,-1
-,1
semoga pelayanan bagi mahasiswa yang sakit di tingkatkan lagi,1
"layanan kesehatanny kurang baik, sarannya haru diperbaiki lagi untuk kedepannya",1
-,1
kurang bagus karna asrama air nya kotor mohn diperbaiki,-1
...,1
makin sukses,1
tingkatkan lagi,-1
kedepannya lebih ditingkatkan lagi,-1
"cukup baik, lebih diperbanyak tawaran beasiswa karena hal tersebut bisa sangat membantu mahasiswa",1
baik,1
sangat lengkap,1
tingkatkan kembali,-1
layanan kemahasiswaan sudah bagus tetapi yang lebih ditingkatkan adalah kebersihan makanan sekitar universitas dan kualitas makanan,1
sangat tidak puas.airnya jorok ada cacing nya,-1
dalam pelayanan nya menurut saya sudah memenuhi syarat,1
-,1
bagus,1
-,1
TINGKATKAN TINGKATKAN TINGKATKAN,-1
sebaiknya mahisiswi dipermudah masukke asrama ketika telat masuk jam malam,-1
obatan di perlengkap,1
sebaiknya ukm yang sebelumnya ada di aktifkan kembali. misalnya ukm tenis meja,1
air yang di sediakan asrama sangat kotor terkadang adanya cacing,-1
"ditingkatkan lagi, dan kurangi pemungutan biaya untuk mahasiswa",-1
Sudah Baik,1
-,1
sudah baik,1
Tdk ada,1
-,1
sudah baik,1
Kembangkan lagi,-1
mudahkan dalam pemberian dana riset,1
sudah bagus,1
lebih ditingkatkan lagi,-1
baik,1
bisa lebih baik lagi dari sekarang,-1
"Lebih menitikberatkan kepada layanan kesehatan di Universitas Telkom. Harus lebih diperhatikan mulai dari penanganannya hingga tindakan yang diberikan dari dokter kepada mahasiswa (pasien), pihak kampus/pihak terkait hgarus lebih melakukan pengawasan yang intents sehingga tidak menimbulkan kesalahan penanganan. Selain itu dimohon untuk lebih memperhatikan kebersihan dari klinik yang ada di kampus,terutama untuk pembuangan sampah medisnya. sehingga di dalam klinik tidak menimbulkan datangnya serangga ataupun bau yang tidak sedap.",1
"Sudah sangat baik, mohon di tingkatkan lagi",1
Good,1
semoga makin baik,-1
kebersihan harus selalu diperhatikan,1
"Kami sadar untuk terus dapat berprestasi, Ikut lomba, dan mengharumkan Kampus ini, mohon terkait pendanaan lomba dapat lebih mudah dan responsif, terimakasih sudah support mahasiswa dalam pendanaan lomba",1
lebih baik kedepan nya,-1
"DItingkatkan kebersihan asrama yaitu, air asrama. untuk layanan kesehatan, harus lebih sigap lagi menangani pasien",-1
Tdk ada,1
Lebih diupdate terus untuk masalah beasiswa agar dapat menegetahui apa saja beasiswa yang ada,1
Semoga bisa lebih baik lagi,-1
sudah baik tapi tune di gedung asrama 11 yang tidak terjangkau dari kamar dan kegiatan di asrama lebih disodialisasi sehingga penghuni asrama bisa berperan aktif,-1
Uyee,1
tingkatkan lagi,-1
untk asrama sarannya kondisi air tidak bersih masi kotor,-1
Koordinasi dengan ORMAWA untuk mendengarkan aspirasi mahasiswa :),1
"sejauh ini sudah baik pertahankan, dan tingkatkan lagi",-1
Bersikap lebih ramah,-1
Tingkatkan,-1
"Khusus asuransi (Kita mahasiswa teknik 2013 kok membayar lagi dalam pengobatan di klinik?), Untuk kegiatan mahasiswa untuk respon proposal dan penurunan dana dari BK sangat jauh dari yg diharapkan, padahal acara tersebut untuk kampus juga",1
Tingkatkan kinerja kitaa,-1
-,1
ok,1
lebih dibaguskan layanannya,-1
Lebih ditingkatkan lagi,-1
mantap,1
kesehatan gratis,1
sangat baik hanya saja air keran di toilet terkesan kotor tap overall sudah cukup baik,-1
lebih bersih dan ramah,1
"sudah cukup baik , tapi dalam kesehatan masih kurang memenuhi",1
"pada pelayanan kesehatan, petugas melayani terlalu jutek seharusnya pelayanan dengan bagus dan ramah",1
mantap gan!!!,1
buat asrama: helpdesknya kalau bisa yang ramah,-1
asrama sediain juga dong buat tingkat 2 atau 3 jangan maba doang asramanya. air asrama jelek tuh. penyaring air telkom perbaiki lagi dong biar kita para mahasiswa makin nyaman sasa tempat tinggalnya.,-1
.,1
untuk asrama lebih dipermudah dalam urusan complain peralatan yang disediakan diasrama. di kesehatan agar lebih dimudahkan dalam berobat karena dokternya seperti tidak mau mendengarkan keluhan dan ribet.,-1
"Lebih ditingkatkan lagi, untuk asrama air nya mohon di bor lebih dalam lagi karena air sangat kotor",-1
asrama kotor. dipermudah dalam mengurus ukm,-1
dosen dan pegawai mendukung seluruh aktivitas mahasiswa diluar perkuliahan yang bersifat akademik,1
Baik,1
lebih ditingkatkan lagi,-1
.,1
ok,1
sudah cukup baik,1
"Belum dapat memeberi saran ,karena belum mecoba layan tersebut",1
asrama maasih terdapat beberapa yang kotor,-1
Ok,1
bagus,1
baik,1
diperbagus lagi,1
"1.Asrama (Wifi id sangat lelet, bandiwthd tolong ditambah)
2. Kesehatan (Berikan obat dan dokter yang berkualitas)",-1
Mohon di perbaiki,-1
Diperbaharui lagi,-1
Leigh baik lagi kedepannya,-1
Cukup,1
Asrama mahasiswa masih kurang layak karena 1 kamar diisi 4 orng . seharusnya maksimal 2 orang saja.. jadi saat mahasiswa ada di kamar asram lebih kondusif dan lebih produktif untuk belajar,-1
-,1
sudah baik,1
Bagus,1
ok,1
cukup,1
Fasilitas asrama tempat jemuran segera dibuatkan,-1
Lebih ditingkatkan lagi,-1
Untuk menunjang kegiatan mahasiswa akan lebih baik apabila gedung /tempat pelaksanaan kegiatan tidak diberikan biaya administrasi yang tinggi atau di gratiskan saja. Selebihnya sudah baik.,1
Lebih ditingkatkan lagi dari segi fasilitas kesehatan,1
Sudah bagus,1
Sudah cukup baik,1
I have no idea.,1
semoga jadi lebih baik,1
Kualitas internet perlu ditingkatkan untuk kepentingan kewajiban mahasiswa,1
asrama mohon diperhatikan ketersediaan air bersihnya,-1
diharapkan agar lebih bersih lagi,-1
Tidak pernah menggunakan layanan kesehatan di telkom,1
kalau ke kliknik kok obat yang dikasih selalu sama ya,1
Lebih diperjelas,-1
kadang di poliklinik bersikap tidak ramah,1
-,1
Pendeteksi  asap rokok sering tidak nyala. Sering terlihat Mahasiswa merokok di Asrama,-1
tingkatkan ketanggapan terhadap apa yang dilakukan mahasiswa di sehari-hari,1
Semoga pelayanan asrama semakin bagus agar mahasiswa/i yang tinggal disana menjadi nyaman,-1
semoga menjadi lebih baik lagi,-1
tidak ada,1
lumayan,1
parkir motor semoga diperluas lagi,1
Tingkatkan terus,1
Layanan kesehatan ada di setiap fakultas,1
-,1
tidak ada,1
diberikan obat dengan kualitas yg lebih baik lagi,1
Sudah bagus,1
"Semoga lebih dimudahkan, bukan di persulit",-1
Tingkatkan kembali,-1
Tidak ada,1
info kegiatan universitas agar lebih cepat respon,1
Jajaja,1
"cukup baik, tapi semoga di tingkatkan lagi",-1
tidak ada,1
.,1
"kami yang berada di asrama sangat membutuhkan kecepatan internet yang memadai. kami butuh karena tugas, mohon pengertiannya.",-1
Palingan sepeda yang didekat asrama harusnya jangan dibiarkan disimpen terus dan berkarat lagi dan ditumbuhi rumput. Kalau mau digunakan untuk yang membutuhkan ajaa,-1
-,1
Sudah baik,1
PERSEDIAAN GALON AIR ASRAMA KURANG MENCUKUPI,-1
Lebih di kembangkan dan dimajukan kembali,-1
Lebih baik lagi untuk kedepannya,-1
airnya kotor,-1
sudah sangat baik,1
-,1
lebih diperbaiki lagi,-1
saran saya jaringan internetnya diperbanyak,1
cukup,1
asramanya perlu ditingkatkan dari segi peralatan seperti airnya,-1
sudah cukup baik tetapi fasilitas asrama yg kurang yaitu kotornya air,-1
lebih baik lagi,-1
buat layanan kegiatan mahasiswa masih kurang seperti ada beberapa layanan yang sudah rusak,-1
Sudah cukup baik,1
Lebih dipermudah prosedurnya dan lebih fast respon dan lebih dilengkapi terimaksih,-1
"Lahan parkir mengecewakan. Seluruh lahan parkir untuk dosen, mahasiswa tidak disediakan lahan parkir yang memadahi",1
Layanan Kemahasiswaan di Universitas Telkom ini sudah sangat baik. Kegiatan - kegiatan mahasiswa juga sangat membantu mahasiswa untuk berkembang lebih aktif dalam hal bersosialisasi di samping mahasiswa diharuskan berkembang dalam hal akademik.,1
Tolong klinik bagi mahasiswa diperbanyak pos pelayanannya. Mengingat jauhnya jarak klinik bagi para mahasiswa yang nge-kost untuk menjangkau klinik. Bila perlu klinik ada di tiap fakultas.,1
sudah baik,1
"Untuk layanan asrama dan poliklinik sudah cukup baik, tetapi alangkah baiknya jika obat yang disediakan pada poliklinik adalah obat yang kualitasnya baik.",-1
tingkatkan lagi kinerjanya,-1
"Fasilitas dalam asrama perlu ada pembenahan, air di kamar mandi keruh dan wifi tidak mencakup semua ruangan",-1
"kegiatan mahasiswa jangan banyak larangan, cukup menghambat",1
Di Asrama suka cepat habis galon.,-1
Sudah bagus,1
baik,1
diperbenah kembali,-1
"untuk layanan kemahasiswaan seperti asrama, kesehatan, asuransi, kegiatan mahasiswa sudah baik, namun untuk asrama penyediaan air galon pelu ditingkatkan",-1
ditingkatkan lagi,-1
cukup,1
sangat baik contohnya saat mengurus pengunduran diri asrama dilayani dengan baik,1
gaada,1
Lebih diperbaiki lagi,-1
"sudah baik, namun kontrol dan dukungan mungkin lebih ditingkatkan seperti pengajuan biaya tempat dll lebih dipermudah",-1
dipermudah,1
Tingkatkan,-1
"Untuk layananpada bidang kemahasiswaan, mungkin perlu adanya peningkatan dari setiap layanan yang diberikan.",1
cukup,1
Lebih baik lagi kedeoannya,-1
Di tingkatkan lagi,-1
"tolong di berikan kejelasannya asuransi telkom yang sudah di bayarkan selama 1 smester jika tidak di gunakan akan di apakan dan penting membayarkan asuransi , karena terkadang kalau sakit di suruh membeli obatnya di apotik luar dan pastinya itu mengeluarkan biaya lagi",1
terus ditingkatkan,-1
Perbaiki,-1
Masih banyak yg kurang,-1
...,1
Meningkatkan kualitas sarana dan prasarana di asrama,-1
Sudah bagus,1
lumayan,1
Sangat Puas,1
dalam bidang kemahasiswaan juga sudah baik.,1
Pelayanan kesehatan sudah cepat dan baik,1
"jika di asrama memang sudah baik, tp ada kekurangan di air asrama. coba di perbaiki air asrama karena kotor.",-1
semoga kedepannya semakin lebih baik,1
Layanan sudah mendekati kata puas,1
-,1
"Pertahankan, tingkatkan lebih baik lagi",-1
"asrama air nya banyak cacing,kegiatan nya kurang mohon ada kegiatan lagi inhgatkan sr nya",-1
"Implementasi layanan di Universitas Telkom dalam bidang layanan Kemahasiswaan sudah berjalan dengan baik sebagaimana mestinya, tetapi ada yang kurang dengan kegiatan mahasiswa nya karena waktunya kurang efektif.",1
Sudah bagus. Bisa ditingkatkan lagi.,-1
"airnya kurang bersih, pasukanan galon lambat. bandwith di tambah tune maupun wifi-id.",-1
"untuk mahasiswa ekstensi, belum terdaftar di pelayanan klinik kesehatan.",1
tidak ada,1
semoga semakin bagus,-1
"cukup memenuhi, kalau bisa jenis-jenis obat yang ada di poliklinik terus ditambah biar memudahkan mahasiswa mendapatkan pelayanan kesehatan",1
Ditingkatkan lagi untuk pelayanan poliklinik dan semoga tidak sering memberikan obat yang salah,1
sudah bagus tapi alangkah baiknya lebih ditingkatkan. terutama di asrama dalam penyediaan galon air yang sangat susah untuk di dapatkan,-1
Kalau menurut saya sudah baik,1
cukup baik,1
lebih ditingkatkan,-1
Ditingkatkan lagi,-1
tolong lebih ditingkatkan,-1
"asrama: lebih kearah fasilitas yang menunjang seperti gorden, saluran penyaring air.",-1
Harus lebih baik,-1
cukup baik,1
"mengenai poliklinik, dokter yang bertugas seharusnya ramah terhadap mahasiswa yang berobat disana !",1
Cukup,1
Tolong tambah lagi lahan parkir untuk mahasiswa feb jangan hanya dosen saja yg dapat tempat parkir dekat fakultas,1
Dalam layanan kemahasiswaan lebih banyak dan update mengirmkan informasi ke mahasiswa,-1
lebihterstrukur dan responsif,-1
-,1
untuk di asrama lebih ditingkatkan layanan fasilitasnya,-1
Air asrama masih kurang bagus,-1
baik,1
peraturan asramanya tolong ditegakkan dengan benar dan di kembangkan lagi kegiatan mahasiswanya,-1
Menurut saya sudah cukup baik.  No comment,1
"Mohon untuk TUNE di Asrama Lebih di perbaiki lagi, karena ada asrama yang tidak tercakup oleh TUNE. Termasuk saya di Gedung 3, Ruang 101, Asrama Putra",-1
Tidak ada satupun fasilitas kampus tercinta ini dalam kondisi baik.,-1
0,1
0,1
Sudah lumayan bagus mohon ditingkatkan lagi,-1
Lebih ditingkatkan kinerja dalam melayani mahasiswa,-1
Baik,1
tingkatkan,-1
cukuupp,1
puas,1
Sudah baik,1
Tolong dibenahi lagi untuk layanan kesehatan poliklinik,1
pelayanan kurang baik dan tidak ramah,-1
sudah baik,1
Cukup baik,1
tidak ada,1
Bagian kemahasiswaan sangat mendukung kegiatan terutama lomba dan harus terus di teruskan dan juga apabila memungkinkan membuat pelatihan untuk para calon juara. Namun beasiswa yang diberikan oleh rektor belum saja turun dari bulan Maret kemarin mungkin itu dapat ditindak lanjuti karena sudah 7 bulan menunggu pencairan dana beasiswa.,1
gatau blm pernah,1
Bagus.,1
Sudah baik dan ditingkatkan,1
belum pernahmerasakan fasilitasnya,1
Oke,1
Lebih konsisten,-1
Sudah cukup baik,1
bagus,1
Lebih tingkatkan lagi fasilitasnya,-1
"sudah baik, tingkatkan",-1
Tingkatkan fasilitas kesehatan,-1
Agar lebih ditingkatkan,-1
ruangan ormawa feb perbaiki agar lebih enak dipandang dan tidak gelap lorongnya,1
dibenahi lagi,-1
Lebih baik lagi,-1
-,1
"sebaikanya sarana kesehatan dikampus ditambah dan siap 24 jam, dan kegiatan mahasiswa seharusnya didukung 100%",1
segera terus dikembangkan,-1
Sejauh ini tidak ada,1
-,1
lebih melayani dengan baik lag,-1
lebih ditngkatkan,-1
pertahankan,1
"asramanya putra sangat bagus dari luar tapi pada kamar mandi air yang kami pakai kadang terdapat cacing, jentik-jentiknya, dan airnya juga keruh, saya belum ke klinik jadi saya tidak memberikan komentar, soal asuransi saya belum mendapat atau mengetahui tujuan asuransi tersebut kelak digunakan.Kegiatan mahasiswa juga sudah baik, semua terlihat baik",-1
kurang keramahan dan perlu dukungan dari kampus untuk lebih meningkatkan kegiatan ukm,-1
kurang dalam keamanan,1
Air asrama diperbaiki,-1
Layanan kesehatan sudah baik. Cm dokter yg ada kurang disiplin datang,1
"Lebih baik pegawai yang bekerja di telkom lebih giat lagi dalam menjalankan tugasnya, jangan hanya menerima gaji buta.",-1
sudah bagus semoga lebih baik lagi kedepanya,-1
Sudah Memuaskan,1
"sudah cukup baik, semoga ke depannya akan lebih baik lagi",-1
Sudah baik,1
Asramanya diperketat keamanannya,-1
Dijaga layanan kemahasiswaan,-1
no comment,1
Masih kurang baik,-1
"harus lebih ramah dalam melayani setiap keluhan mahasiswa, dan lebih meningkatkan kualitas pekerjanya.",-1
ya cukup memuaskan tetapi masih banyak yang harus di benahi seperti kebersihan lingkungan asrama,-1
0,1
"Layanan kemahasiswaan sudah Bagus, namun respon mengenai aspirasi mahasiswa masih kurang. RENOVASI SC misalnya!!  Belum lagi RUANGAN teknik juga perlu AC. Karena demi kenyamanan belajar. Fakultas lain saja bisa, dengan biaya kuliah yang rata2 sama.!!!",-1
6,1
saya cukup puas,1
bagus,1
Sarana dan prasarana sudah memuaskan namun sebaiknya di tingkatkan,-1
"asrama perlu ditambah kebersihannya dan tempah sampah yang kurang memadai, sehingga membuat berantakan. dan, hewan seperti kucing, sebaiknya jangan sampai masuk ke gedung asrama",-1
"SEMUANYA SUDAH BERJALAN BAIK, NAMUN PADA BIDANG KESEHATAN TERKADANG KURANG BEGITU DI PERCAYA PENGOBATANNYA. PERLU DITINGKATKAN LAGI",1
"untuk  asrama mungkin urusan air agar lebih diperbaiki lagi karena seringkali saya menemukan air tiba tiba kotor, berkaitan dengan kesehatan dll sudah cukup baik",-1
-,1
baik,1
kesehatan kurang memadai,1
baik dan lebih baik lagi untuk ditingkatkan,-1
air asrama yang masih kotor..segera di perbaiki,-1
"Tempat parkir kendaraan bermotor terkesan tidak beraturan dan terlalu sempit, petugas yang berada di lapangan sangat sedikit, sehingga kesulitan mengaturnya",1
tidak ada,1
"untuk asramamohon di perhatikan lagi, misalnya masalah jangkauan internet (wifi) yang tidak dijangkau didalam kamar dan masalah kebersihan air.",-1
saya sudah puas,1
sudah bagus,1
Semoga lebih baik lagi,-1
pada bidang kemahasiswaan masoh kurang optimal,-1
sangat puas .,1
dalam bidang kesehatan mohon ditingkatkan lagi,1
sudah baik,1
"Kesehatan, diperbayak stok obat",1
Perlu Ditingkatkan,-1
lebih baik lagi,-1
-,1
tidak ada,1
cukup,1
lebih terorganisir,-1
"Sudah bagus, lebih di tingkatkan lagi untuk kenyamanan bersama.",-1
"untuk ukm riverside tolong berikan riverside fasilitas, seperti lapangan. telkom punya banyak lapangan kosong kok. anggota riverside banyak dan kalo latihan kami kurang fasilitas",1
-,1
tidak dapat memberikan saran karena tidak menggunakan layanan tersebut,1
bagus saya pernah berobat dan pelayananya bagus,1
baik,1
lebih ditingkatkan,-1
supaya lebih ditingkatkan lagi,-1
"Sakit di poliklinik gratis dan mendapatkan obat, tetapi sehat dan membuat surat kesehatan mengapa bayar?",1
Untuk properti seperti perlengkapan asrama dan sepeda contohnya sepertinya butuh peremajaan,1
semua dosen dapat mendukung acara bisa membesarkan nama kampus yang dibuat oleh mahasiswa baik dalam bidang akademis maupun non akademis,1
"Saran untuk layananan kemahasiswaan khususnya asrama diberikan fasilitas yang sesuai dan lengkap seperti kebersihan dan ketersediaan air bersih. Layanan kesehatan sudah sangat baik, hanya saja masih ada beberapa staf/dokter yang tidak memberikan obat seperti yang diminta dokter/tertera di resepnya dengan alasan tidak perlu. Dokter yang memberikan info kesehatan mahasiswa yang tidak sesuai.",-1
tingkatkan lagi,-1
tingkatkan lagi,-1
kalo bisa fee dihilangkan dan lebih d perlengkap dengan obat-obatan yang madai,1
Sudah bagus,1
.,1
"parkiran masih suka mengganang air, lampu di daerah FRI, FIF,FTE masih kurang",1
saran agar fasilitas asrama lebih diperbaiki,-1
-,1
perbaiki layanan peminjaman ruang kelas,1
-,1
layanannya mohon diperbaiki dan ditingkatkan lagi,-1
Belum pernah coba,1
baik,1
"Lebih ditingkatkan lagi dalam layanan ini, karena mungkin ada yang bermaasalah pada asrama",-1
sudah bagus,1
lebih baik lagi dalam mengatur jam dan waktu dalam kegiatan ukm,1
untuk kegiatan mahasiswa sebaiknya di perketat pengawasannya. terutama dengan kegiatan2 yang tidak dpt izin dr universitas tetaapi kegiatan tersebut membawa nama universitas.,1
butuh dukungan dan kemudahan birokrasi,-1
"Kesehatan, Obat di klinik masih blum lengkap dan fasilitas klinik blum memadai. Asrama. Alat pengecek Asap yg di kamar masih blm berfungsi, Perokok dll masih bisa di lakukan di kamar dan keamaanan masih blm baik.",-1
Tidak ada,1
goood,1
"Saya tidak tinggal di asrama. 
Informasi mengenai layanan kesehatan/asuransi tidak pernah disosialisasikan seakan2 para mahasiswa percuma membayar iuran kesehatan tiap semesterannya.
UKM udh cukup baik, utk bbrp kegiatan seperti olahraga harapannya bisa ditambah lapangannya yg dekat dgn lingkungan kampus.

Area parkir sangat tidak nyaman, macet, sempit, kadang banjir.",1
memberikan bantuan kepada mahasiswa yang sedang membutuhkan bantuan dengan layanan yang cepaat,-1
air asrama harap dibenahi,-1
harus lebih baik lagi dari sebelumnya,-1
jangan memperibet mahasiswa,-1
sudah cukup baik,1
sudah cukup,1
-,1
Semakin ditingkatkan layanan di bidang layanan kemahasiswaan,-1
perbanyak fasilitas,-1
tingkat keamanan asrama harus ditingkatkan,-1
Sudah baik,1
lebih ditingkatkan lagi,-1
Baik.,1
mohon tidak terlalu mengekang peraturan untuk mengikuti kegiatan mahasiswa bagi mahasiswa baru,1
Semuanya sudah terpenuhi harus lebih di tingkatnya lagi,-1
sudah baik,1
berikan layanan yg terbaik sesuai dengan biaya bpp yg sudah kami bayarkan,-1
airnya kurang bersih,-1
di perbaiki lagi lebih baik,-1
Sudah cukup bagus,1
"Bagus, tapi masih banyak yang harus di perbaiki, peraian tanpa cacing, dispenser, fasilitas memasak",-1
asrama nya kurang rame,-1
Lebih baik lagi,-1
0,1
Sudah baik dan bagus,1
baik,1
sudah bagus,1
perlu ditingkatkan kembali dalam bidang kesehatan.,1
Good,1
Tingkatkan lagi pelayanannya,-1
layanan kemahasiswaan sudah bagus tetapi layanan kemahasiswaan (asrama) agar di tingkatkan,-1
bagus,1
sudah cukup baik,1
"Sudah baik, pertahankan dan tingkatka lagi pelayanannya",1
sudah baiik,1
"saya berharap agar keamanan parkir motor agar tidak terjadi kehilangan, harus ada solusi yang tepat.",1
"saran,penyaring air pada asrama, pertama karena kotor, ada cacing sampai air untuk mandi, lumpur di dalam air. kesehatan, kelengkapan kesehatan pada poli yang kurang, plester sampai beli di apotik luar telkom.",-1
tidak ada,1
ashram peril ditingkatkan keamanan dan kebersihannya,-1
-,1
Lebih di perbaiki lagi sistem nya,-1
tingkatkan kebersihan dan kemudahan pemakaian fasilitas,-1
"Saya rasa, layanan sudah baik. namun perlu ditingkatkan agar menjadi lebih baik lagi.",1
"implementasi layanan di Universitas Telkom dalam bidang Layanan Kemahasiswaan (asrama, kesehatan, asuransi, kegiatan mahasiswa sudah cukup bagus",1
Kesehatan saya merasa cukup dengan baiknya resep obat yg menandai.,1
lebih ditingkatkan lagi,-1
"untuk kesehatan,terkadang ada yang sakit lumayan parah tapi dibilang hanya sakit biasa tetapi pas di bawa kerumah sakit ternyata memang benar sakit parah,tolong dokternya periksa pasien dengan benar",1
Cukup,1
-,1
"untuk kursi di gedung b masih ada yang rusak atau tidak layak pakai, mungkin bisa diperbaiki",1
Tidak ada saran,1
Untuk input TAK sebaiknya bisa dilakukan mandiri oleh mahasiswa tanpa mendatangi admin yang bertugas agar dapat mempermudah,1
implementasi untuk asuransi kesehatan kurang tercapai dan banyak keluhan dari banyak mahasiswa mengenai obat yg diberikan oleh poliklinik,1
layanan kemahasiswaan sangat memuaskan,1
banyak yang harus diperbaiki lagi,-1
sudah baik,1
perlunya pendataan ulang untuk kebutuhan alat dan penggantian alata yang rusak,-1
sudah baik,1
goog,1
bagus,1
water in dormitory must clean,-1
"Layanan kemahasiswaan sudah sangat baik tetapi lebih ditingkatkan terkait soal asrama. sediakan obatobatan p3k yang lengkap didalam asrama. tingkatkan ketertiban didalam asrama,",-1
Lanjutkan,1
lebih baik lagi khususnya KLINIK,1
Layanan kemahasiswaan masih kurang baik terutama pada asrama. Contohnya air asrama yang kotor. Mohon diperbaiki.,-1
Sudah baik,1
"air asrama dibersihkan, kendaraan untuk menjemput mahasiswa/i yang sakit dari asrama ke klinik, perluas Stiden Center",-1
untuk kegiatan mahasiswa lebih ditingkatkan lagi pelayanannya sehingga bisa menjadi lebih baik dan dapat dikomunikaiskan dengan baik,1
"Untuk asrama agar dibuat lebih nyaman dan kebersihan fasilitas serta ketersediaan kebutuhan & keperluan sehari seperti air, dll.",-1
Di harapkan masalah perizinan dalam pemakaian tempat guna utk menunjang kegiatan mahasiswa tidak di persulit,1
lebih ditingkatkan lagi,-1
No comment,1
pertingkat lagi kualitas layanan nya,-1
Agak sulit untuk mendapatkan tempat kegiatan (event) ukm,1
tidak ada,1
Sudah baik hanya layanan kesehatan ditingkatkan,1
-,1
baik,1
Done,1
"Memuaskan, fasilitasnya lebih dirawat lagi dan ditingkatkan",1
layanan nya baik,1
tingkatkan pelayanan agar menjadi lebih baik,-1
tetap berkembang,1
Sebaiknya wifi dapat digunakan menyuluh ke semua penjuru asrama dan jam tutup asrama tolong diperpanjang karena masih banyak kegiatan yang jamnya kadang melebihi dari jam 9.,-1
Baik,1
perbaiki fasilitas asrama terutama wifi di asrama,-1
untuk layanan kesehatan mohon ditingkatkan lagi,1
cukup,1
bagus,1
air asrama masih sangat kotor dan banyak cacing,-1
ok,1
Lebih ditingkatkan lagi,-1
Sudah bagus kinerja nya,1
"sudah bagus , lebih di tingkatkan lagi dalam pelayanan kesehatannya",1
ditingkatkan lagi,-1
Untuk kegiatan mahasiswanya jangan terlalu dipersulit,1
0,1
Tingkatkan pelayanan kesehatan!,1
Lebih memperluas penyebaran informasi,-1
Terima kasih,1
"Dalam hal layanan toko asrama, barang yang dijual lebih mahal dengan selisih yang banyak dari harga pasaran dan itu memberatkan kami. jika itu merupakan kesalahan mungkin bidang kemahasiswaan bisa memperbaiki. terimakasih.",-1
Sudah baik ditingkatkan lagi,1
Jam malemnya diperpanjang lagi pak/bu.. kasian kita yang ngerjain tugas tapi ampe malem.. kadang gak kelar gara-gara asramamya udh mau di kunci,-1
Sudah baik,1
b,1
perbaiki layanan internet di asrama,-1
Sangat baik,1
sudah bagus,1
S,1
perlu ditingkatkan,-1
"di bidang kesehatan agak kurang memuaskan, semoga bisa lebih ditingkatkan kualitas nya agar mahasiswa merasa nyaman saat berobat di klinik.",1
"Untuk poliklinik tambah dokter, karena kalau antri sering lama sekali.",1
tidak ada,1
ya sudah bagus lebih ditingkatkan,1
lebih bersih lagi lebih worth it lagi pengadaan fasilitas yang memadai lagi,-1
-,1
Lebih diperbaiki lagi layanannya,-1
-,1
layanan tertata dengan tertib dan rapi,1
Sejauh ini masih baik-baik saja layanan yang diberikan,1
Ramah dah baik,1
"air nya mohon di filter lagi, galonnya juga diantar ke kamar, sama paket kiriman",-1
lebih di tingkatkan,-1
seharusnya puskesmas di telkom diberi dokter sesungguhnya,1
bisa ditingkatkan lagi,-1
Layanan asrama dalam bidang internet belum memuaskan. Pada malam hari internet gampang down.,-1
cukup,1
tingkatkan,-1
sudah baik,1
"Layanan yg maksimal, mahasiswa udah bayar untuk dapat fasilitas tsb.",1
-,1
Pertahankan,1
Sudah bagus,1
"Masih kurang , karena yang saya rasakan pihak kampus tidak terlalu mendukung kegiatan mahasiswa... lebih di tingkatkan kepedulian terhadap mendukung kegiatan mahasiswa",1
Oke,1
asrama gd 3 di kran airnya sering bercampur dengan lumpur dan cacing,-1
stabilkan internet di asrama  agar bisa di pakai oleh banyak orang,-1
Sudah Baik,1
-,1
tidak ada,1
